veh_value,exposure,clm,numclaims,veh_body,veh_age,gender,area,agecat,claimsize
12.3,.057494901,0,0,HBACK,2,M,B,4,0
38.5,.057494901,0,0,STNWG,1,F,A,4,0
24.400002,.94729638,0,0,SEDAN,1,M,C,6,0
21.099998,.057494901,0,0,SEDAN,3,M,E,3,0
41.399998,.67077339,0,0,STNWG,2,M,A,3,0
43.099998,.0246407,0,0,STNWG,1,F,A,2,0
25.5,.59411359,0,0,STNWG,3,M,B,4,0
35.400002,.40520191,0,0,UTE,2,M,F,1,0
8.1999998,.59411359,0,0,HBACK,4,F,C,2,0
6.9000001,.971937,0,0,HBACK,4,F,A,3,0
8.6999998,.68993843,0,0,HBACK,3,M,A,3,0
36.799999,.0273785,0,0,STNWG,1,F,F,2,0
24.200001,.29021221,0,0,STNWG,3,F,E,3,0
12,.29021221,1,1,HBACK,1,F,B,4,2000
15.1,.68993843,1,1,MIBUS,4,F,C,3,12916
14.700001,.3093771,0,0,HDTOP,4,M,F,2,0
23.4,.40520191,1,1,PANVN,2,F,C,4,6252
9.3000002,.0246407,0,0,HBACK,2,F,C,3,0
23.4,.40520191,0,0,STNWG,3,F,F,2,0
4.4000001,.0273785,0,0,SEDAN,4,M,B,4,0
21.099998,.0273785,0,0,STNWG,2,F,C,2,0
6.9000001,.079397701,0,0,SEDAN,4,M,A,3,0
27.5,.1314168,0,0,STNWG,3,F,D,3,0
14.6,.0273785,0,0,HBACK,1,F,A,2,0
15.2,.2409309,0,0,HBACK,2,F,C,3,0
22.299999,.3148528,0,0,HBACK,2,F,C,4,0
27.5,.054756999,0,0,STNWG,3,M,D,2,0
20.99,.25462011,0,0,TRUCK,1,M,B,2,0
13.8,.2874743,0,0,HBACK,1,M,C,1,0
6.7000003,.59411359,0,0,UTE,4,F,E,4,0
6.9000001,.59411359,1,1,COUPE,4,M,B,3,2000
22,.971937,1,1,STNWG,4,M,D,1,3450
7.6999998,.46269679,0,0,HBACK,3,M,B,3,0
11.3,.1368925,0,0,COUPE,3,F,C,6,0
4.5,.8514716,0,0,SEDAN,4,F,B,3,0
15,.0273785,0,0,HBACK,2,F,C,3,0
15.8,.67077339,1,1,HBACK,3,F,C,2,2000
15.4,.40520191,0,0,STNWG,3,F,B,4,0
9.7000008,.68993843,0,0,SEDAN,3,F,E,6,0
17.1,.0246407,0,0,HBACK,2,F,A,4,0
12.200001,.68993843,0,0,HBACK,3,F,B,2,0
46.300003,.0246407,0,0,STNWG,1,M,D,5,0
21,.67077339,0,0,TRUCK,2,F,D,4,0
4.3000002,.67077339,0,0,UTE,4,M,A,2,0
23.099998,.37782341,1,2,COUPE,2,M,B,2,198477
17.700001,.67077339,0,0,SEDAN,2,F,F,2,0
19.299999,.68993843,0,0,SEDAN,2,M,C,3,0
17.9,.67077339,0,0,SEDAN,2,M,A,2,0
14.400001,.3422313,0,0,HBACK,2,F,C,1,0
13.6,.40246409,0,0,HBACK,1,F,D,3,0
16.1,.3093771,0,0,SEDAN,2,M,C,4,0
11.4,.67077339,0,0,HBACK,3,F,C,3,0
11.900001,.67077339,0,0,SEDAN,3,F,D,2,0
5,.079397701,0,0,HBACK,4,F,B,4,0
19.9,.29021221,0,0,HBACK,1,F,A,2,0
28,.2190281,0,0,SEDAN,1,F,A,6,0
13.9,.68993843,0,0,HBACK,1,F,B,1,0
16.5,.1368925,0,0,HBACK,1,F,B,2,0
15.2,.58316219,0,0,HBACK,1,M,B,3,0
16.799999,.40520191,0,0,HBACK,2,M,A,3,0
21.400002,.0027379,0,0,SEDAN,2,F,B,4,0
6.6000004,.47638601,1,1,COUPE,4,M,C,2,63777
16.200001,.0273785,0,0,TRUCK,1,M,A,1,0
5.5,.054756999,0,0,HBACK,4,M,C,4,0
32.400002,.1368925,0,0,STNWG,1,M,C,6,0
13.200001,.1368925,0,0,STNWG,4,M,E,3,0
15,.36139631,0,0,UTE,4,M,E,4,0
17.5,.59411359,0,0,STNWG,4,F,C,6,0
20.299999,.40246409,0,0,SEDAN,2,M,B,2,0
18.799999,.40520191,0,0,SEDAN,3,M,C,2,0
20.599998,.079397701,0,0,UTE,3,M,F,2,0
13.8,.0273785,0,0,HBACK,1,F,E,3,0
36.400002,.56947303,0,0,STNWG,1,F,C,6,0
12.4,.079397701,0,0,HBACK,4,F,C,3,0
8,.971937,0,0,UTE,4,M,D,2,0
8.5,.36139631,0,0,HBACK,3,F,C,1,0
28.699999,.1368925,0,0,SEDAN,1,M,A,2,0
13.8,.0273785,0,0,HBACK,1,F,C,1,0
7.6999998,.67077339,0,0,HBACK,3,F,A,1,0
19.700001,.1232033,0,0,SEDAN,2,F,C,4,0
27.700001,.22176591,0,0,STNWG,3,F,C,3,0
13.6,.1368925,0,0,SEDAN,2,F,B,5,0
34.900002,.1368925,0,0,SEDAN,1,F,C,3,0
17.1,.68993843,0,0,SEDAN,2,M,D,1,0
19.700001,.47364819,0,0,SEDAN,2,M,A,5,0
35.799999,.69267619,0,0,STNWG,2,F,A,1,0
11.1,.19438741,0,0,UTE,4,M,C,2,0
15.59,.97467488,0,0,HBACK,1,M,A,4,0
27.299999,.1478439,0,0,UTE,3,M,C,1,0
12.6,.63791919,0,0,HBACK,2,M,B,3,0
9.5999994,.079397701,0,0,TRUCK,4,M,D,3,0
5.7999997,.40520191,0,0,SEDAN,4,M,A,4,0
10.2,.60506499,0,0,SEDAN,4,F,B,2,0
6.3999996,.1368925,0,0,HBACK,4,M,B,1,0
9.7000008,.2819986,0,0,SEDAN,3,F,A,5,0
47.299999,.68993843,0,0,STNWG,1,M,A,5,0
14.6,.049281299,0,0,HBACK,1,F,A,4,0
26.5,.29021221,0,0,SEDAN,1,M,B,5,0
18.799999,.2710472,0,0,HBACK,1,F,D,4,0
13.200001,.0273785,0,0,STNWG,4,F,A,2,0
31,.9336071,0,0,STNWG,3,F,D,4,0
48.299999,.2409309,0,0,STNWG,1,F,B,4,0
3.4000001,.202601,0,0,SEDAN,4,M,A,5,0
25.9,.1478439,0,0,HDTOP,2,F,A,3,0
9.8000002,.2354552,1,1,TRUCK,3,M,E,3,19773
13.7,.59411359,0,0,HBACK,1,M,E,4,0
8.6999998,.1368925,0,0,STNWG,4,F,D,3,0
8.1999998,.1368925,0,0,SEDAN,3,F,C,2,0
5.4000001,.1368925,0,0,SEDAN,4,M,C,1,0
22.200001,.68993843,0,0,STNWG,3,F,A,2,0
31.6,.47638601,0,0,HBACK,2,F,B,2,0
17.6,.3093771,0,0,SEDAN,2,F,A,4,0
63.800003,.68993843,1,1,STNWG,1,F,B,3,19792
11.5,.37508559,0,0,HBACK,3,F,D,4,0
7,.1314168,0,0,HBACK,3,M,C,2,0
51.199997,.8514716,0,0,STNWG,2,M,A,4,0
12.799999,.0246407,0,0,STNWG,4,M,B,3,0
47.299999,.70088983,1,2,STNWG,1,M,E,5,7747
8.6000004,.68993843,0,0,SEDAN,4,F,B,3,0
17.9,.2874743,0,0,SEDAN,1,F,F,1,0
39,.97467488,0,0,STNWG,2,F,F,3,0
6.9000001,.1478439,0,0,PANVN,4,M,A,5,0
26.6,.40246409,0,0,STNWG,2,M,E,5,0
10.700001,.79397672,0,0,HBACK,4,F,C,3,0
14,.29021221,0,0,HBACK,1,M,B,3,0
13.8,.1314168,0,0,STNWG,3,F,D,1,0
34.700001,.3093771,0,0,HDTOP,2,M,F,3,0
10.2,.68993843,1,1,HBACK,4,F,A,1,15801
20.699999,.0246407,0,0,SEDAN,2,M,C,5,0
11.7,.91991788,0,0,SEDAN,3,M,A,1,0
12.200001,.1368925,0,0,STNWG,4,M,C,4,0
13,.67351133,1,1,HBACK,1,M,A,3,2000
14.2,.29021221,0,0,HBACK,1,F,A,1,0
71.610001,.1149897,0,0,STNWG,1,M,E,4,0
18.300001,.52292949,0,0,STNWG,2,F,A,3,0
27.4,.0246407,0,0,STNWG,3,F,F,1,0
19.799999,.51471603,0,0,HBACK,2,F,B,1,0
5.4000001,.079397701,0,0,SEDAN,4,F,B,2,0
8.1999998,.1368925,0,0,SEDAN,3,F,C,4,0
13.3,.093086898,0,0,HBACK,3,M,A,2,0
14.099999,.1368925,1,1,HBACK,2,F,C,3,18677
13.200001,.35592061,0,0,SEDAN,3,F,D,4,0
12.4,.97467488,0,0,UTE,4,F,F,2,0
31,.64339489,0,0,STNWG,3,M,F,2,0
12.3,.079397701,0,0,HBACK,2,M,A,2,0
12.7,.35592061,0,0,SEDAN,3,F,B,4,0
14,.29021221,0,0,HBACK,1,F,B,2,0
4.4000001,.2655715,0,0,HBACK,4,F,E,6,0
7.7999997,.2655715,0,0,HBACK,3,F,C,6,0
15.900001,.2655715,0,0,SEDAN,2,M,B,6,0
9.7000008,.2655715,0,0,SEDAN,3,M,A,6,0
33,.084873401,0,0,SEDAN,1,F,C,5,0
16.799999,.2655715,0,0,SEDAN,2,F,B,5,0
9.7000008,.2655715,0,0,SEDAN,3,F,C,6,0
16.900002,.2655715,0,0,HBACK,1,F,B,6,0
18.9,.2655715,0,0,STNWG,2,F,A,6,0
13.099999,.2655715,0,0,UTE,4,F,E,6,0
46.399998,.2655715,0,0,STNWG,1,F,C,6,0
8.8999996,.2655715,0,0,HBACK,3,M,E,6,0
13.400001,.2655715,0,0,SEDAN,3,F,A,4,0
8.3000002,.2655715,0,0,SEDAN,4,M,C,6,0
6.1000004,.64613283,0,0,SEDAN,4,F,C,5,0
14.400001,.2655715,0,0,SEDAN,2,F,B,5,0
15.2,.22724161,0,0,STNWG,4,F,C,3,0
7.9000001,.2655715,0,0,STNWG,4,F,C,5,0
8.8999996,.73374403,0,0,HBACK,3,M,B,4,0
10.8,.73374403,1,1,STNWG,4,M,F,3,3899
7.4000001,.2655715,0,0,STNWG,4,M,B,6,0
4.6999998,.73374403,0,0,STNWG,4,M,B,5,0
10,.2655715,1,1,HBACK,3,F,C,6,17565
18,.2655715,0,0,SEDAN,2,F,C,5,0
25.699999,.2655715,0,0,STNWG,3,M,C,4,0
13,.2655715,0,0,SEDAN,3,F,C,6,0
15,.3093771,0,0,UTE,4,M,C,2,0
13.099999,.73374403,0,0,SEDAN,3,F,D,5,0
4.0999999,.2655715,0,0,HBACK,4,F,E,6,0
12.200001,.73374403,0,0,UTE,4,F,A,3,0
17.1,.37782341,0,0,STNWG,4,M,B,4,0
11.900001,.0246407,0,0,HBACK,2,M,C,1,0
9.7000008,.2655715,0,0,SEDAN,3,M,A,5,0
3.8999999,.3093771,0,0,SEDAN,4,F,C,3,0
23.299999,.29021221,0,0,STNWG,3,F,A,3,0
14.5,.99931562,0,0,STNWG,3,F,C,4,0
16.4,.2655715,1,1,SEDAN,2,F,A,5,2000
14.6,.2655715,0,0,HBACK,2,M,C,5,0
18.6,.47638601,0,0,SEDAN,1,M,E,1,0
19.199999,.2655715,0,0,HBACK,1,F,E,4,0
7.0999999,.090349101,0,0,SEDAN,4,F,C,3,0
7.0999999,.2655715,0,0,SEDAN,4,M,D,5,0
12.3,.47638601,0,0,SEDAN,3,M,A,2,0
19,.2655715,0,0,SEDAN,2,F,A,3,0
17.6,.82683092,0,0,STNWG,2,F,A,2,0
4.4000001,.73374403,0,0,HBACK,4,F,E,4,0
24.5,.2655715,0,0,SEDAN,1,F,B,3,0
22.700001,.1232033,0,0,STNWG,3,F,B,4,0
7.6999998,.73374403,0,0,SEDAN,4,F,E,3,0
12.4,.2655715,0,0,HBACK,2,F,E,3,0
10.299999,.2655715,0,0,SEDAN,3,F,A,6,0
7.6999998,.1368925,1,1,SEDAN,4,F,B,2,82670
14,.084873401,0,0,HBACK,1,M,B,3,0
17.700001,.2655715,0,0,HBACK,2,F,A,4,0
0,.99931562,1,1,STNWG,4,M,D,3,5271
13.9,.1368925,0,0,HBACK,1,F,C,5,0
11.799999,.1149897,0,0,STNWG,4,F,B,2,0
5.4000001,.2655715,0,0,HBACK,4,F,B,5,0
10.299999,.2655715,1,1,SEDAN,3,M,C,4,2962
23.4,.2655715,0,0,SEDAN,3,M,A,6,0
9.7000008,.2655715,0,0,SEDAN,3,M,A,4,0
12.6,.45448321,1,1,HBACK,2,F,A,5,10791
23.5,.2655715,0,0,TRUCK,3,F,F,4,0
38.699997,.2655715,0,0,STNWG,2,F,D,3,0
11.3,.2655715,0,0,SEDAN,3,F,E,5,0
12.1,.73374403,0,0,SEDAN,3,F,C,3,0
16.6,.47364819,0,0,HDTOP,3,F,A,2,0
19.9,.032854199,0,0,HBACK,1,F,E,6,0
50.200001,.82683092,0,0,STNWG,2,M,A,5,0
18.9,.2655715,0,0,SEDAN,1,F,E,3,0
5,.2655715,0,0,STNWG,4,M,C,4,0
13.3,.2655715,0,0,HBACK,2,F,B,3,0
21.300001,.29021221,0,0,SEDAN,1,M,D,2,0
10.2,.73374403,0,0,HBACK,3,F,B,5,0
10.299999,.2655715,0,0,STNWG,3,F,B,4,0
55.529999,.43258041,0,0,STNWG,1,F,C,5,0
7.0999999,.079397701,0,0,HBACK,3,M,A,2,0
12.7,.2655715,0,0,UTE,3,M,C,5,0
5.4000001,.2655715,0,0,HBACK,4,F,C,4,0
21,.68993843,1,2,STNWG,3,F,E,3,40815
19,.2655715,0,0,SEDAN,2,M,B,3,0
13.6,.2655715,0,0,HBACK,3,F,C,5,0
11.1,.29021221,0,0,HBACK,2,M,F,1,0
12.200001,.2655715,0,0,UTE,4,F,D,2,0
6.7000003,.29021221,0,0,HBACK,3,F,C,3,0
12.6,.2819986,0,0,UTE,3,M,A,3,0
21.800001,.2655715,0,0,HBACK,1,F,B,4,0
45,.3367556,0,0,STNWG,1,M,F,3,0
3.0999999,.29021221,0,0,SEDAN,4,M,B,5,0
14.099999,.17248461,0,0,HBACK,2,M,A,4,0
21.900002,.2464066,0,0,UTE,3,F,F,2,0
13.200001,.2655715,0,0,STNWG,4,M,F,3,0
25.5,.68446273,0,0,SEDAN,2,F,A,4,0
18.200001,.057494901,0,0,HBACK,1,F,C,5,0
16.799999,.2354552,0,0,SEDAN,2,M,A,4,0
18.700001,.062970601,0,0,SEDAN,1,F,D,2,0
9.8000002,.2655715,0,0,UTE,4,M,A,2,0
43.489998,.1368925,0,0,UTE,1,M,B,3,0
19,.057494901,0,0,STNWG,4,F,C,5,0
22.9,.2655715,0,0,SEDAN,1,F,B,2,0
28.4,.1478439,0,0,HDTOP,3,M,F,3,0
14.5,.2655715,0,0,UTE,3,M,D,5,0
13.3,.1368925,0,0,SEDAN,3,F,C,2,0
13,.2655715,1,1,SEDAN,2,F,F,1,17914
14.299999,.2655715,0,0,HBACK,2,F,B,6,0
16.4,.2655715,0,0,STNWG,4,M,D,4,0
10.4,.2655715,0,0,HBACK,3,F,C,4,0
3.6000001,.1368925,0,0,SEDAN,4,M,C,3,0
9.8999996,.2655715,0,0,HBACK,2,F,A,5,0
12.6,.99931562,0,0,HBACK,2,M,A,3,0
8.1000004,.082135499,0,0,HBACK,4,F,A,4,0
8.8999996,.2655715,0,0,HBACK,3,F,C,6,0
13,.2655715,0,0,SEDAN,3,F,D,5,0
25.299999,.2655715,0,0,UTE,2,M,E,6,0
15.4,.2874743,0,0,HDTOP,3,F,E,4,0
13.3,.57768649,0,0,HBACK,2,M,C,3,0
10.1,.29021221,0,0,SEDAN,3,F,C,3,0
8.1999998,.40246409,0,0,UTE,4,F,E,2,0
21.98,.29021221,0,0,SEDAN,1,F,B,2,0
15.4,.3093771,1,1,HBACK,3,M,B,4,3358
45.300003,.68993843,0,0,STNWG,2,F,E,1,0
12.4,.68446273,0,0,HBACK,2,M,B,4,0
9.5,.68993843,0,0,SEDAN,4,F,C,3,0
17.6,.82683092,0,0,TRUCK,3,F,D,4,0
13.099999,.29021221,0,0,UTE,3,M,C,1,0
10.8,.1368925,0,0,STNWG,4,F,D,2,0
18.4,.68993843,0,0,HBACK,2,M,A,5,0
21.5,.31211501,0,0,UTE,3,M,E,3,0
8.3999996,.0027379,0,0,SEDAN,3,F,C,1,0
7.0999999,.75017112,0,0,HBACK,4,F,B,6,0
10.900001,.75017112,0,0,HBACK,3,M,A,2,0
12.799999,.75017112,0,0,STNWG,4,M,C,6,0
16.1,.75017112,0,0,HDTOP,3,M,D,6,0
4.0999999,.75017112,0,0,SEDAN,4,F,A,5,0
5.4000001,.33401781,0,0,SEDAN,4,M,B,5,0
4.1999998,.24914441,0,0,HBACK,4,F,A,2,0
9.7000008,.75017112,0,0,SEDAN,3,M,B,5,0
19.700001,.35044491,0,0,SEDAN,1,F,D,6,0
24.700001,.17248461,0,0,STNWG,3,F,C,5,0
14.6,.75017112,0,0,SEDAN,3,F,E,4,0
13.990001,.39151269,1,1,HBACK,1,M,C,4,73772
10.900001,.24914441,0,0,STNWG,4,M,D,3,0
16.1,.3093771,0,0,STNWG,3,F,A,1,0
18.799999,.75017112,0,0,SEDAN,3,M,C,6,0
14.5,.39425051,0,0,SEDAN,3,F,C,3,0
11.599999,.75017112,0,0,SEDAN,3,F,C,6,0
15.2,.75017112,0,0,HBACK,1,F,C,6,0
19.299999,.75017112,0,0,STNWG,4,M,A,6,0
12.3,.2874743,0,0,HBACK,1,F,A,4,0
4.3000002,.24914441,0,0,HBACK,4,F,B,5,0
8.3999996,.75017112,0,0,HBACK,3,F,A,5,0
4.0999999,.0109514,0,0,SEDAN,4,M,D,5,0
38.299999,.1752225,0,0,STNWG,3,M,A,4,0
11.2,.3148528,0,0,HBACK,4,M,B,4,0
6.8000002,.75017112,1,1,HBACK,4,F,C,4,9819
60.200001,.68993843,1,1,STNWG,2,F,C,3,33342
8.6000004,.40246409,0,0,HBACK,3,F,C,4,0
13.7,.75017112,0,0,SEDAN,2,F,B,5,0
25.1,.75017112,0,0,STNWG,3,M,A,3,0
4,.75017112,0,0,STNWG,4,M,C,6,0
5.4000001,.24914441,0,0,HBACK,4,F,A,2,0
15.8,.75017112,0,0,SEDAN,3,F,B,5,0
13.990001,.41067761,0,0,HBACK,1,F,A,5,0
12.200001,.079397701,0,0,UTE,4,F,F,2,0
10.5,.75017112,0,0,STNWG,3,M,A,6,0
9.8000002,.24914441,0,0,HBACK,3,F,A,3,0
8.3000002,.75017112,0,0,STNWG,4,F,A,6,0
19.299999,.75017112,0,0,STNWG,4,F,E,3,0
17.6,.39698839,0,0,SEDAN,2,M,E,5,0
16.799999,.24914441,0,0,MIBUS,4,F,A,3,0
30.799999,.75017112,0,0,SEDAN,1,M,A,6,0
15.599999,.75017112,0,0,SEDAN,2,F,C,6,0
47,.7857632,1,1,STNWG,1,M,F,4,15839
20.699999,.75017112,0,0,SEDAN,2,M,B,2,0
28.5,.75017112,0,0,STNWG,3,M,D,4,0
18.200001,.57768649,0,0,SEDAN,2,M,C,1,0
4.4000001,.75017112,0,0,STNWG,4,F,C,4,0
5.4000001,.75017112,1,1,HBACK,4,M,C,5,9309
33.900002,.55304593,1,1,STNWG,3,F,C,6,9630
48.600002,.24914441,0,0,STNWG,1,F,B,2,0
4.6999998,.24914441,0,0,STNWG,4,M,A,6,0
22.9,.1368925,0,0,SEDAN,1,F,E,4,0
22.200001,.75017112,0,0,STNWG,3,M,A,5,0
15.299999,.68993843,0,0,HBACK,2,F,B,2,0
13.099999,.75017112,0,0,STNWG,4,F,E,3,0
20.699999,.78028738,0,0,SEDAN,2,M,C,6,0
7.0999999,.75017112,0,0,HBACK,4,M,C,3,0
2.8999999,.079397701,0,0,HBACK,4,F,E,2,0
15.49,.3093771,0,0,HBACK,1,F,C,1,0
7.5999999,.68993843,0,0,HBACK,3,M,A,2,0
55.400002,.24914441,0,0,STNWG,2,F,C,2,0
3,.1368925,0,0,HBACK,4,F,E,3,0
28.4,.73100609,0,0,MIBUS,3,F,B,2,0
36.5,.2135524,0,0,STNWG,2,F,F,3,0
12.5,.18343601,0,0,SEDAN,4,F,A,5,0
10.5,.75017112,0,0,SEDAN,4,M,A,4,0
14.2,.99931562,0,0,STNWG,4,F,D,5,0
8.8000002,.75017112,0,0,SEDAN,4,M,A,4,0
16.900002,.75017112,0,0,STNWG,4,F,E,3,0
25.5,.0273785,0,0,SEDAN,1,M,B,5,0
21,.75017112,0,0,STNWG,3,M,C,3,0
5.0999999,.75017112,0,0,HBACK,4,M,C,3,0
13.9,.1368925,0,0,HBACK,1,M,B,2,0
7.9000001,.47638601,0,0,HBACK,3,F,A,2,0
11.799999,.75017112,0,0,SEDAN,3,F,C,4,0
27,.75017112,0,0,TRUCK,3,M,E,4,0
25.1,.75017112,0,0,STNWG,2,F,C,2,0
8.8000002,.109514,0,0,SEDAN,4,F,C,4,0
26.700001,.75017112,0,0,SEDAN,1,M,E,5,0
22.4,.75017112,0,0,STNWG,3,M,B,5,0
7.2000003,.2874743,0,0,HBACK,4,F,C,5,0
21.700001,.75017112,0,0,HDTOP,3,F,B,2,0
2.7,.1533196,0,0,HBACK,4,F,C,3,0
8,.75017112,0,0,HBACK,3,F,C,5,0
20.599998,.75017112,0,0,SEDAN,2,M,C,5,0
7.2000003,.24914441,0,0,HBACK,4,M,C,3,0
8.1999998,.046543501,0,0,SEDAN,4,F,D,2,0
12.9,.75017112,0,0,SEDAN,3,F,C,5,0
28.199999,.85420942,0,0,STNWG,3,M,E,4,0
27.5,.29021221,0,0,STNWG,3,M,D,3,0
24,.75017112,0,0,STNWG,2,M,C,6,0
21.199999,.75017112,0,0,HBACK,3,F,C,5,0
9.3000002,.75017112,0,0,SEDAN,4,M,C,5,0
5.4000001,.24914441,0,0,HBACK,4,M,C,2,0
12.799999,.75017112,0,0,STNWG,4,F,F,2,0
16.5,.64339489,0,0,UTE,2,M,A,5,0
18.700001,.24914441,0,0,HBACK,3,F,A,1,0
22.4,.75017112,0,0,STNWG,3,M,E,3,0
14,.75017112,1,1,UTE,3,M,A,3,5991
14.700001,.34496921,1,1,TRUCK,3,M,C,3,18832
24.1,.9445585,0,0,STNWG,3,M,B,2,0
16.299999,.75017112,0,0,HBACK,2,F,D,6,0
18.300001,.75017112,0,0,HBACK,2,F,B,6,0
8.1999998,.24914441,0,0,SEDAN,4,M,C,3,0
13,.56673509,0,0,HBACK,2,F,C,6,0
12.200001,.75017112,0,0,HBACK,3,F,B,5,0
4.4000001,.054756999,0,0,SEDAN,4,F,C,3,0
7.4000001,.52292949,0,0,SEDAN,4,F,C,1,0
39.200001,.75017112,0,0,UTE,1,M,B,2,0
85,.16700891,0,0,STNWG,1,F,C,4,0
14,.69267619,0,0,UTE,3,M,C,3,0
26.199999,.75017112,0,0,STNWG,2,M,D,4,0
29.9,.75017112,0,0,UTE,1,M,F,3,0
14.299999,.24914441,0,0,UTE,4,M,C,4,0
11.3,.75017112,0,0,HBACK,4,F,A,5,0
9.5,.75017112,1,1,HBACK,3,M,E,5,32556
47,.75017112,0,0,STNWG,1,F,A,2,0
47.299999,.45174539,0,0,STNWG,1,F,E,2,0
20.599998,.75017112,1,1,HBACK,3,F,C,5,8103
8.6999998,.75017112,0,0,HBACK,3,F,A,6,0
12.6,.57768649,0,0,HBACK,2,F,C,5,0
13.990001,.39698839,0,0,HBACK,1,F,B,4,0
23.800001,.1368925,0,0,UTE,2,M,A,2,0
23.299999,.70636553,0,0,STNWG,2,F,C,4,0
20.299999,.75017112,0,0,STNWG,3,M,A,5,0
17.6,.24914441,0,0,HDTOP,3,M,B,2,0
4.3000002,.079397701,0,0,SEDAN,4,M,C,5,0
12.4,.31211501,0,0,SEDAN,4,F,B,3,0
14.8,.75017112,0,0,SEDAN,3,F,C,4,0
13,.75017112,0,0,COUPE,3,M,C,4,0
23.299999,.68993843,0,0,STNWG,2,F,D,1,0
23.800001,.75017112,0,0,STNWG,3,F,A,3,0
39,.1368925,0,0,UTE,1,M,F,2,0
12,.75017112,0,0,SEDAN,3,F,B,3,0
6.8000002,.75017112,0,0,HBACK,4,M,B,5,0
7.5999999,.75017112,0,0,HBACK,3,F,E,4,0
11.799999,.24914441,0,0,SEDAN,3,M,A,4,0
19.5,.75017112,0,0,STNWG,4,M,C,3,0
6.8000002,.75017112,1,1,HBACK,4,F,E,5,4089
8.3999996,.24914441,0,0,HBACK,3,F,B,2,0
14.28,.77207392,0,0,HBACK,1,F,A,5,0
12.4,.0219028,0,0,HBACK,3,F,C,3,0
19,.75017112,0,0,HBACK,1,F,C,5,0
32.400002,.1752225,0,0,SEDAN,2,M,A,4,0
8.8000002,.3093771,0,0,STNWG,4,M,E,2,0
12.6,.16700891,0,0,HBACK,1,F,B,4,0
33.900002,.24914441,0,0,STNWG,3,M,C,2,0
11.4,.75017112,0,0,STNWG,3,M,C,6,0
6.7000003,.24914441,0,0,TRUCK,4,M,B,4,0
15.700001,.82683092,0,0,STNWG,3,F,B,6,0
9.7000008,.75017112,0,0,SEDAN,3,M,F,3,0
6.6000004,.24914441,0,0,SEDAN,4,F,A,4,0
16.699999,.75017112,0,0,HBACK,3,F,C,4,0
23.599998,.75017112,1,1,STNWG,3,F,C,3,31893
27.299999,.75017112,0,0,STNWG,2,F,C,3,0
12.200001,.99931562,0,0,HBACK,3,F,A,2,0
14.5,.99931562,0,0,TRUCK,4,M,B,2,0
7.6999998,.75017112,0,0,HBACK,3,F,E,6,0
13.8,.75017112,0,0,STNWG,3,F,B,4,0
4.5999999,.24914441,0,0,HBACK,4,F,A,4,0
8.6999998,.13415471,1,1,SEDAN,3,M,C,4,8167
8.6000004,.75017112,0,0,TRUCK,4,M,B,4,0
8.3999996,.75017112,0,0,HBACK,3,M,C,2,0
21.5,.75017112,1,1,SEDAN,2,F,C,3,8196
13.3,.24914441,0,0,HBACK,3,F,C,3,0
15.700001,.75017112,0,0,SEDAN,3,M,A,6,0
9.5,.75017112,0,0,SEDAN,4,F,B,3,0
18.099998,.82683092,0,0,UTE,4,F,B,3,0
10.5,.19438741,0,0,HBACK,3,M,E,2,0
18.4,.054756999,0,0,UTE,2,F,D,4,0
19.1,.057494901,0,0,SEDAN,1,M,C,3,0
12.9,.2874743,0,0,SEDAN,3,F,C,5,0
14.400001,.75017112,0,0,SEDAN,3,M,B,2,0
35.200001,.67077339,0,0,STNWG,2,F,B,2,0
14,.052019201,0,0,HBACK,2,F,C,4,0
40,.24914441,0,0,STNWG,3,M,F,1,0
8.3999996,.079397701,0,0,SEDAN,3,F,B,6,0
12.9,.63244349,0,0,SEDAN,3,F,B,5,0
12.9,.24914441,0,0,SEDAN,3,M,D,6,0
45.300003,.52292949,1,1,HDTOP,1,M,C,5,8373
7,.75017112,0,0,STNWG,4,M,C,4,0
5.0999999,.82683092,0,0,SEDAN,4,F,C,3,0
22.700001,.076659799,0,0,SEDAN,2,F,D,4,0
15,.35592061,0,0,HBACK,1,M,C,2,0
13.5,.079397701,0,0,UTE,4,M,D,1,0
14.9,.079397701,0,0,UTE,3,F,C,3,0
15.1,.41889119,0,0,STNWG,3,M,A,3,0
31.300001,.2874743,0,0,STNWG,1,F,C,2,0
19.9,.2874743,0,0,HBACK,1,M,B,5,0
32.099998,.65708423,0,0,STNWG,1,M,D,4,0
3.0999999,.079397701,0,0,SEDAN,4,M,C,5,0
25.799999,.35592061,0,0,SEDAN,1,M,A,4,0
15.299999,.13415471,0,0,HBACK,1,M,F,2,0
29.200001,.13415471,0,0,STNWG,1,F,C,3,0
14.299999,.079397701,0,0,SEDAN,2,F,A,4,0
18.9,.99931562,0,0,PANVN,3,M,A,5,0
3.4000001,.14510611,0,0,HBACK,4,M,A,4,0
6.9000001,.13415471,0,0,STNWG,4,F,B,3,0
16.4,.17248461,0,0,HBACK,2,F,C,1,0
6.3000002,.2874743,0,0,SEDAN,4,M,B,1,0
13.400001,.64339489,1,1,SEDAN,3,F,C,3,92886
12.3,.079397701,0,0,HBACK,2,F,C,2,0
13.5,.13415471,0,0,HBACK,1,F,B,2,0
6,.2874743,0,0,HBACK,4,M,B,3,0
14.299999,.17248461,0,0,UTE,4,M,E,4,0
